,user_id,book_id,is_read,rating,is_reviewed
27793,79786,96068,1,5,1
27794,79786,10570,1,5,1
27795,79786,79640,1,5,1
27796,79786,10431,1,5,1
27797,79786,138202,1,5,1
27798,79786,137970,1,5,1
27799,79786,8960,1,5,1
27800,79792,127426,1,4,0
27801,79792,127416,1,4,0
27802,79792,276546,1,4,0
27805,79800,10570,1,4,0
27806,79800,8951,1,5,0
27811,79831,10570,1,4,0
27812,79831,176343,1,4,1
27813,79834,12523,1,5,0
27814,79834,139253,1,5,0
27815,79834,65065,1,5,0
27819,79866,89810,1,5,0
27820,79866,412176,1,4,0
27827,79883,17005,1,4,0
27828,79883,94062,1,5,0
27829,79883,608720,1,4,0
27830,79883,89795,1,5,0
27831,79883,24424,1,5,0
27832,79887,635212,1,4,0
27833,79887,205638,1,5,0
27836,79897,24424,1,5,0
27837,79897,37731,1,4,1
27838,79901,19476,1,4,0
27839,79901,14566,1,5,0
27844,79920,112693,1,4,1
27845,79920,12523,1,4,1
27846,79920,137970,1,5,1
27847,79920,8960,1,5,1
27848,79920,118041,1,5,0
27858,79991,8967,1,4,0
27859,79991,79640,1,4,0
27860,80005,48978,1,4,0
27861,80005,10570,1,4,0
27866,80021,26092,1,5,0
27867,80021,112631,1,5,0
27868,80022,38539,1,4,0
27869,80022,416310,1,4,0
27871,80030,22232,1,4,0
27872,80030,22192,1,4,0
27876,80070,182599,1,5,0
27877,80070,182600,1,5,0
27884,80117,22232,1,4,1
27885,80117,22192,1,4,1
27896,80165,22232,1,4,0
27897,80165,22192,1,5,0
27901,80173,19065,1,4,0
27902,80173,19066,1,4,0
27908,80209,112693,1,5,0
27909,80209,43454,1,5,0
27916,80264,5454,1,4,0
27917,80264,19065,1,4,0
27918,80264,50804,1,5,0
27920,80270,563458,1,5,0
27921,80270,19439,1,5,0
27924,80297,89804,1,4,0
27925,80297,2811,1,4,1
27926,80297,19476,1,4,1
27929,80308,47917,1,5,0
27930,80308,8960,1,5,1
27931,80311,22232,1,5,0
27932,80311,523077,1,5,0
27933,80311,22192,1,4,0
27934,80313,19065,1,4,0
27935,80313,22232,1,4,0
27945,80359,412602,1,5,0
27946,80359,412587,1,4,0
27948,80362,19476,1,4,0
27949,80362,51948,1,4,0
27953,80378,112693,1,5,0
27954,80378,95913,1,4,0
27959,80403,38520,1,4,0
27960,80403,65065,1,5,0
27961,80403,8967,1,4,0
27967,80428,22232,1,5,0
27968,80428,19065,1,5,0
27971,80449,112693,1,5,0
27972,80449,8951,1,5,0
27976,80472,112693,1,5,0
27977,80472,10570,1,4,0
27990,80547,112693,1,4,0
27991,80547,169756,1,4,1
27995,80562,855650,1,5,0
27996,80562,12934,1,5,0
28004,80610,112693,1,4,0
28005,80610,176343,1,5,0
28006,80610,19439,1,5,0
28010,80633,3304,1,5,0
28011,80633,5454,1,5,0
28012,80633,19476,1,4,0
28015,80644,39640,1,4,0
28016,80644,39639,1,5,0
28017,80644,39638,1,4,0
28018,80644,39637,1,4,0
28019,80644,39636,1,5,0
28020,80644,39635,1,4,0
28023,80662,10570,1,5,0
28024,80662,290417,1,5,0
28031,80690,89804,1,5,0
28032,80690,26092,1,5,0
28034,80703,76185,1,5,1
28035,80703,19476,1,5,1
28036,80703,3304,1,5,1
28037,80703,19439,1,5,1
28038,80707,841091,1,4,0
28039,80707,8137,1,5,0
28040,80708,106489,1,5,0
28041,80708,17020,1,4,0
28042,80708,17005,1,4,0
28043,80708,89795,1,5,0
28044,80708,24424,1,4,0
28048,80721,26092,1,4,1
28049,80721,22192,1,5,1
28055,80743,12523,1,5,0
28056,80743,10570,1,5,0
28057,80747,93727,1,5,0
28058,80747,52489,1,5,0
28059,80747,270363,1,5,0
28063,80763,10431,1,5,0
28064,80763,10570,1,4,0
28065,80763,124838,1,5,0
28073,80820,13152,1,4,0
28074,80820,14566,1,4,1
28076,80830,24424,1,4,0
28077,80830,12934,1,5,0
28078,80830,14560,1,5,0
28084,80866,13152,1,5,0
28085,80866,105648,1,5,1
28091,80892,412402,1,4,0
28092,80892,65065,1,4,0
28093,80892,293973,1,5,0
28094,80892,293975,1,4,0
28095,80892,3304,1,4,0
28096,80892,8967,1,4,0
28097,80893,164722,1,4,0
28098,80893,19452,1,4,0
28099,80893,563452,1,4,0
28100,80893,82774,1,4,0
28101,80893,279679,1,4,0
28106,80933,24881,1,4,1
28107,80933,19476,1,4,1
28108,80933,333917,1,4,0
28117,80966,112693,1,4,0
28118,80966,10570,1,5,0
28119,80966,183626,1,5,0
28120,80966,8967,1,5,0
28131,80997,14560,1,4,0
28132,80997,22232,1,4,1
28143,81039,89804,1,4,0
28144,81039,22232,1,4,0
28145,81040,58350,1,4,0
28146,81040,24765,1,4,0
28147,81040,301034,1,4,0
28149,81058,853369,1,4,0
28150,81058,4717,1,4,0
28151,81058,82768,1,4,0
28155,81077,95914,1,5,1
28156,81077,112693,1,4,0
28157,81078,42802,1,4,1
28158,81078,42798,1,4,0
28159,81078,22628,1,4,0
28160,81081,125707,1,4,0
28161,81081,95913,1,4,1
28162,81086,97408,1,4,0
28163,81086,19065,1,4,0
28166,81090,24424,1,4,0
28167,81090,169807,1,4,0
28172,81112,10431,1,4,0
28173,81112,95913,1,4,0
28174,81113,2917,1,5,1
28175,81113,19065,1,5,0
28176,81116,416296,1,5,0
28177,81116,8967,1,5,0
28184,81146,89804,1,5,0
28185,81146,13152,1,4,0
28193,81176,12523,1,4,0
28194,81176,112693,1,5,0
28196,81183,112693,1,5,0
28197,81183,10570,1,5,0
28205,81224,24424,1,4,0
28206,81224,357597,1,4,0
28210,81254,40159,1,4,0
28211,81254,781069,1,5,0
28212,81255,19439,1,5,0
28213,81255,412132,1,4,0
28214,81255,948492,1,4,0
28215,81256,176402,1,5,0
28216,81256,39988,1,4,0
28221,81300,307652,1,4,1
28222,81300,157066,1,4,1
28223,81300,14566,1,5,1
28224,81300,136990,1,5,1
28226,81309,366896,1,5,0
28227,81309,43460,1,5,1
28228,81309,44325,1,4,1
28236,81340,127416,1,4,0
28237,81340,393094,1,4,0
28238,81341,89804,1,4,0
28239,81341,19065,1,5,0
28240,81350,17005,1,4,0
28241,81350,48978,1,5,0
28246,81376,959323,1,5,1
28247,81376,397184,1,4,0
28248,81376,24424,1,5,0
28249,81383,52489,1,4,0
28250,81383,46777,1,5,0
28253,81424,51428,1,5,0
28254,81424,11784,1,5,0
28255,81424,402329,1,4,0
28262,81470,1013371,1,5,1
28263,81470,1406902,1,5,1
28266,81480,307652,1,4,1
28267,81480,119076,1,4,1
28268,81480,1346337,1,5,1
28269,81480,295117,1,4,1
28270,81481,93727,1,4,0
28271,81481,41659,1,4,0
28275,81493,270804,1,4,0
28276,81493,14566,1,4,1
28288,81557,19065,1,5,0
28289,81557,17020,1,4,0
28290,81561,12125,1,5,0
28291,81561,10570,1,5,1
28294,81570,127422,1,4,0
28295,81570,127574,1,4,0
28296,81570,22192,1,5,0
28299,81577,22232,1,5,0
28300,81577,22192,1,4,0
28306,81598,105648,1,5,0
28307,81598,19065,1,5,0
28308,81599,79876,1,5,0
28309,81599,352748,1,5,0
28310,81599,8960,1,4,0
28315,81629,12934,1,4,1
28316,81629,397434,1,4,1
28322,81645,39639,1,4,0
28323,81645,39638,1,4,0
28324,81653,46368,1,5,0
28325,81653,93727,1,5,0
28326,81661,106081,1,4,0
28327,81661,37743,1,4,0
28328,81666,290480,1,5,1
28329,81666,290495,1,4,1
28331,81675,89804,1,5,0
28332,81675,87976,1,4,0
28333,81675,1252496,1,4,0
28338,81698,19476,1,4,1
28339,81698,3304,1,4,1
28340,81698,112693,1,5,1
28343,81708,19065,1,5,0
28344,81708,19066,1,5,1
28345,81710,1144525,1,4,1
28346,81710,292381,1,4,1
28347,81717,182600,1,5,0
28348,81717,182599,1,5,0
28350,81729,51428,1,4,0
28351,81729,112693,1,5,0
28352,81729,96068,1,4,0
28353,81729,95914,1,5,0
28354,81729,10570,1,5,0
28358,81738,48978,1,5,0
28359,81738,65065,1,5,0
28360,81738,10570,1,5,0
28364,81755,93727,1,4,0
28365,81755,66905,1,4,0
28366,81770,13152,1,5,0
28367,81770,19452,1,5,0
28375,81804,19476,1,4,0
28376,81804,40159,1,5,0
28380,81832,13152,1,5,0
28381,81832,581803,1,4,0
28382,81832,105648,1,5,0
28390,81859,49750,1,4,1
28391,81859,94062,1,5,1
28395,81875,22237,1,4,0
28396,81875,19065,1,5,0
28398,81892,94064,1,5,0
28399,81892,94072,1,5,0
28400,81892,24424,1,4,0
28402,81896,10570,1,5,0
28403,81896,8967,1,5,0
28405,81908,48978,1,5,0
28406,81908,12523,1,5,0
28412,81940,12523,1,4,0
28413,81940,137998,1,4,0
28414,81943,49746,1,5,0
28415,81943,19452,1,4,0
28416,81946,19065,1,5,0
28417,81946,24424,1,4,0
28418,81946,17005,1,5,0
28419,81946,17020,1,5,0
28421,81957,181426,1,4,0
28422,81957,199687,1,4,1
28432,82008,615947,1,5,0
28433,82008,47917,1,4,0
28435,82016,412587,1,4,0
28436,82016,412602,1,4,1
28437,82016,412607,1,4,0
28452,82084,13152,1,5,0
28453,82084,429945,1,5,0
28455,82102,82436,1,5,1
28456,82102,3304,1,5,1
28457,82102,19474,1,4,0
28463,82116,19065,1,5,0
28464,82116,24424,1,5,0
28465,82116,14566,1,5,0
28466,82116,12934,1,4,0
28468,82124,24431,1,4,0
28469,82124,264540,1,4,1
28472,82132,19065,1,5,0
28473,82132,14566,1,5,0
28477,82147,93727,1,5,0
28478,82147,66898,1,4,0
28479,82148,22192,1,4,0
28480,82148,87226,1,4,0
28487,82194,39638,1,4,0
28488,82194,39639,1,5,0
28489,82201,89804,1,4,0
28490,82201,94062,1,5,0
28503,82242,87976,1,5,0
28504,82242,39636,1,4,0
28505,82242,39639,1,4,0
28506,82242,39638,1,5,0
28507,82242,13083,1,5,0
28508,82242,19065,1,5,0
28509,82242,38892,1,5,0
28510,82242,26092,1,4,0
28511,82242,371100,1,5,1
28512,82242,22192,1,4,0
28514,82248,26092,1,4,0
28515,82248,3304,1,4,0
28522,82294,14560,1,5,0
28523,82294,8137,1,4,0
28524,82294,22192,1,4,0
28525,82294,89806,1,4,0
28526,82295,10570,1,4,0
28527,82295,112693,1,4,0
28528,82304,690953,1,5,0
28529,82304,19065,1,5,0
28530,82304,301040,1,5,0
28532,82314,89804,1,4,0
28533,82314,122996,1,5,1
28534,82316,24769,1,5,0
28535,82316,89804,1,5,0
28536,82316,13152,1,4,0
28537,82322,275886,1,5,0
28538,82322,58350,1,4,0
28545,82371,39637,1,4,0
28546,82371,39639,1,5,0
28558,82421,19476,1,4,1
28559,82421,40159,1,4,0
28560,82421,14566,1,4,0
28561,82429,89804,1,4,0
28562,82429,24424,1,4,1
28565,82438,11784,1,4,0
28566,82438,10570,1,4,0
28567,82438,8951,1,5,0
28577,82477,13083,1,5,0
28578,82477,71865,1,4,0
28581,82500,17020,1,5,0
28582,82500,17005,1,4,0
28583,82500,274317,1,5,0
28584,82500,19065,1,5,0
28586,82511,103983,1,5,0
28587,82511,82774,1,5,0
28588,82515,170529,1,5,1
28589,82515,95913,1,4,1
28590,82515,8967,1,5,1
28591,82515,8960,1,4,1
28592,82519,293413,1,5,0
28593,82519,10570,1,5,1
28597,82531,89795,1,5,1
28598,82531,17005,1,4,0
28604,82552,609643,1,4,0
28605,82552,26092,1,4,0
28606,82552,118768,1,5,0
28609,82575,38517,1,4,1
28610,82575,82774,1,5,1
28611,82579,94064,1,5,1
28612,82579,13376,1,5,0
28618,82601,341925,1,4,0
28619,82601,24424,1,5,0
28620,82601,207889,1,5,0
28625,82629,44175,1,4,0
28626,82629,318144,1,5,0
28631,82645,51428,1,5,0
28632,82645,96068,1,5,0
28634,82654,44881,1,4,0
28635,82654,14566,1,5,0
28636,82658,49746,1,5,1
28637,82658,318565,1,4,1
28638,82658,38709,1,4,1
28641,82671,12523,1,4,0
28642,82671,646279,1,4,0
28643,82677,93727,1,5,0
28644,82677,24769,1,5,0
28645,82677,24768,1,4,0
28646,82677,22232,1,4,0
28647,82680,403648,1,4,0
28648,82680,44881,1,5,0
28653,82697,1006463,1,5,1
28654,82697,14566,1,4,0
28657,82704,556071,1,5,0
28658,82704,17020,1,5,0
28659,82704,17005,1,5,0
28660,82704,53495,1,5,1
28661,82704,26092,1,5,0
28665,82721,176473,1,5,0
28666,82721,176474,1,5,0
28669,82728,88523,1,5,0
28670,82728,37240,1,4,0
28671,82728,24424,1,4,0
28673,82740,14566,1,4,1
28674,82740,176561,1,4,1
28676,82748,19065,1,5,0
28677,82748,118768,1,4,0
28678,82750,38514,1,5,1
28679,82750,37489,1,5,0
28682,82763,89810,1,4,0
28683,82763,43454,1,4,0
28684,82765,12523,1,5,0
28685,82765,95913,1,5,1
28686,82766,12125,1,4,0
28687,82766,11784,1,4,0
28688,82766,125707,1,4,0
28689,82766,43595,1,4,1
28690,82773,1566276,1,5,1
28691,82773,412151,1,4,0
28692,82774,152104,1,4,0
28693,82774,19452,1,4,0
28694,82774,14560,1,4,0
28695,82776,10570,1,4,0
28696,82776,10431,1,4,0
28697,82776,966487,1,4,0
28698,82776,8960,1,4,0
28699,82785,357597,1,5,1
28700,82785,207889,1,4,1
28701,82785,37731,1,5,1
28708,82813,24769,1,4,0
28709,82813,19065,1,5,0
28712,82829,412145,1,5,0
28713,82829,412154,1,5,0
28714,82831,890836,1,5,0
28715,82831,118768,1,4,0
28716,82833,3467,1,4,0
28717,82833,43595,1,5,0
28718,82833,44353,1,4,0
28720,82841,22628,1,4,0
28721,82841,10570,1,4,0
28728,82878,95913,1,5,0
28729,82878,19476,1,5,0
28730,82890,13083,1,4,0
28731,82890,710599,1,4,0
28732,82894,39771,1,5,0
28733,82894,3402,1,4,0
28740,82915,138009,1,4,0
28741,82915,153785,1,4,0
28742,82915,416296,1,4,0
28745,82954,303294,1,5,0
28746,82954,839279,1,5,0
28748,82958,5454,1,5,0
28749,82958,5452,1,4,0
28750,82958,19065,1,4,0
28754,82969,10431,1,5,0
28755,82969,47626,1,4,0
28758,82986,112693,1,4,0
28759,82986,10431,1,5,0
28762,82998,19452,1,5,1
28763,82998,97408,1,4,0
28766,83008,176271,1,4,0
28767,83008,89810,1,4,0
28768,83015,5454,1,4,0
28769,83015,264540,1,4,0
28770,83015,5452,1,5,0
28773,83027,19065,1,5,0
28774,83027,266800,1,4,0
28776,83033,5454,1,4,0
28777,83033,5452,1,5,1
28778,83035,43454,1,4,0
28779,83035,548609,1,4,0
28780,83038,205638,1,5,0
28781,83038,51428,1,4,0
28791,83090,93729,1,4,0
28792,83090,93732,1,4,0
28793,83090,115722,1,5,0
28805,83141,23221,1,5,0
28806,83141,49746,1,5,0
28808,83146,47626,1,5,0
28809,83146,39785,1,4,0
28810,83146,10570,1,4,0
28811,83152,12125,1,4,0
28812,83152,82774,1,5,0
28826,83198,19065,1,4,0
28827,83198,19439,1,4,1
28828,83203,10943,1,5,0
28829,83203,170529,1,5,0
28833,83213,96068,1,5,0
28834,83213,183626,1,5,0
28840,83232,93727,1,5,0
28841,83232,14560,1,5,0
28844,83243,106081,1,5,0
28845,83243,19452,1,5,0
28849,83254,23221,1,5,0
28850,83254,24898,1,5,0
28851,83257,44175,1,5,0
28852,83257,44353,1,5,0
28853,83259,3402,1,4,0
28854,83259,3304,1,4,0
28862,83284,371100,1,5,0
28863,83284,303294,1,4,0
28866,83301,89795,1,5,0
28867,83301,12523,1,5,0
28868,83301,37731,1,5,0
28875,83327,127421,1,5,0
28876,83327,127416,1,5,0
28878,83330,12523,1,4,0
28879,83330,17005,1,4,0
28882,83351,24769,1,4,0
28883,83351,24768,1,5,0
28884,83354,125707,1,5,0
28885,83354,47755,1,5,0
28886,83354,196549,1,5,0
28887,83355,40159,1,4,0
28888,83355,781069,1,4,0
28891,83367,89810,1,5,0
28892,83367,270730,1,5,0
28893,83370,176636,1,4,0
28894,83370,19065,1,5,0
28895,83375,49746,1,5,0
28896,83375,19065,1,5,0
28901,83386,19065,1,5,0
28902,83386,49746,1,5,0
28903,83386,51948,1,4,0
28904,83392,19065,1,4,0
28905,83392,279665,1,4,0
28906,83392,303354,1,5,0
28914,83447,51428,1,5,0
28915,83447,96068,1,5,0
28921,83470,82553,1,5,0
28922,83470,19452,1,4,1
28925,83474,13152,1,4,0
28926,83474,208159,1,4,1
28927,83474,71869,1,5,0
28928,83481,105648,1,4,1
28929,83481,24424,1,4,0
28940,83534,40159,1,5,0
28941,83534,3304,1,5,1
28943,83540,153806,1,4,0
28944,83540,12934,1,5,0
28945,83540,991,1,5,0
28946,83540,99561,1,5,0
28947,83540,17020,1,4,0
28951,83558,263171,1,5,0
28952,83558,14560,1,5,0
28957,83578,48978,1,5,1
28958,83578,44881,1,4,1
28959,83578,342220,1,5,1
28961,83582,48978,1,5,0
28962,83582,10570,1,5,0
28963,83583,19474,1,5,0
28964,83583,215541,1,5,0
28969,83602,991,1,5,0
28970,83602,92717,1,5,1
28976,83631,22232,1,4,0
28977,83631,87976,1,5,0
28978,83631,22192,1,4,0
28979,83632,110023,1,4,0
28980,83632,65954,1,4,0
28981,83632,412268,1,4,0
28988,83686,176343,1,4,0
28989,83686,673509,1,4,0
28991,83698,107666,1,4,1
28992,83698,122996,1,4,1
28996,83734,119010,1,5,1
28997,83734,293414,1,4,1
28998,83744,94063,1,5,0
28999,83744,14560,1,4,0
29001,83751,17020,1,4,0
29002,83751,19065,1,5,0
29006,83768,19439,1,4,0
29007,83768,37489,1,4,0
29013,83806,153806,1,5,0
29014,83806,14560,1,4,0
29015,83809,22232,1,4,0
29016,83809,243029,1,4,0
29018,83813,10570,1,5,0
29019,83813,511200,1,5,0
29022,83823,176650,1,4,0
29023,83823,47626,1,4,0
29025,83831,303341,1,4,0
29026,83831,359410,1,4,0
29027,83834,10570,1,4,0
29028,83834,170529,1,4,0
29032,83853,182600,1,4,0
29033,83853,182599,1,4,0
29039,83888,91207,1,5,0
29040,83888,26212,1,5,0
29041,83888,127422,1,5,0
29042,83889,12934,1,5,0
29043,83889,13376,1,5,0
29044,83889,107928,1,5,0
29046,83911,24769,1,5,0
29047,83911,19065,1,5,0
29048,83911,24768,1,5,0
29052,83934,69092,1,4,0
29053,83934,89804,1,5,0
29054,83937,233627,1,4,0
29055,83937,181431,1,5,0
29056,83938,176343,1,5,0
29057,83938,38709,1,4,0
29058,83945,22237,1,4,0
29059,83945,22232,1,4,0
29060,83945,22192,1,4,0
29061,83946,10570,1,5,0
29062,83946,79640,1,5,0
29071,83992,293152,1,4,1
29072,83992,71869,1,5,1
29073,83994,3304,1,5,1
29074,83994,24424,1,5,0
29075,84000,1060959,1,4,0
29076,84000,266800,1,4,0
29078,84010,12934,1,5,0
29079,84010,19439,1,4,0
29080,84013,38536,1,5,0
29081,84013,19065,1,5,0
29089,84037,44325,1,5,0
29090,84037,44184,1,4,0
29091,84037,233330,1,4,0
29102,84077,82774,1,4,0
29103,84077,82768,1,4,0
29106,84085,14560,1,4,1
29107,84085,14566,1,5,0
29109,84090,232677,1,4,1
29110,84090,44175,1,5,1
29115,84107,22232,1,4,0
29116,84107,22192,1,5,0
29117,84107,94060,1,4,0
29123,84120,46260,1,5,0
29124,84120,87573,1,5,0
29125,84122,39640,1,4,0
29126,84122,39636,1,4,0
29127,84122,39638,1,4,0
29128,84122,39639,1,4,0
29129,84122,39635,1,4,0
29130,84122,39637,1,4,0
29131,84122,94063,1,4,0
29132,84122,512679,1,5,0
29133,84123,334291,1,5,1
29134,84123,48417,1,5,1
29136,84128,24424,1,4,0
29137,84128,3304,1,5,0
29138,84130,84073,1,5,0
29139,84130,26092,1,4,0
29141,84138,96068,1,5,0
29142,84138,51428,1,4,0
29143,84138,10570,1,4,0
29144,84138,137970,1,4,0
29148,84149,125707,1,4,0
29149,84149,47917,1,5,0
29151,84154,232677,1,5,0
29152,84154,44175,1,5,0
29153,84154,44353,1,5,0
29154,84154,44184,1,4,0
29155,84154,232670,1,4,0
29156,84154,43595,1,5,0
29159,84170,172258,1,4,1
29160,84170,37780,1,5,1
29161,84170,82574,1,5,0
29164,84177,286576,1,4,0
29165,84177,10570,1,4,0
29166,84181,38517,1,4,0
29167,84181,176561,1,4,0
29169,84183,17020,1,4,0
29170,84183,17005,1,4,0
29175,84219,279668,1,4,0
29176,84219,97408,1,5,0
29178,84228,17020,1,4,0
29179,84228,19065,1,5,0
29180,84233,13152,1,4,0
29181,84233,127426,1,4,0
29183,84247,12523,1,5,0
29184,84247,65065,1,4,0
29186,84250,857102,1,4,0
29187,84250,19476,1,4,0
29197,84325,43595,1,4,0
29198,84325,12523,1,4,0
29199,84325,233330,1,5,0
29202,84332,781069,1,4,0
29203,84332,293152,1,4,0
29205,84338,22232,1,4,0
29206,84338,257445,1,5,0
29210,84352,3304,1,4,0
29211,84352,153785,1,5,0
29214,84363,157650,1,4,0
29215,84363,278638,1,4,0
29217,84372,17005,1,4,0
29218,84372,17020,1,4,0
29221,84378,19065,1,4,0
29222,84378,272753,1,4,0
29223,84382,5451,1,5,1
29224,84382,176343,1,5,1
29225,84384,3402,1,4,0
29226,84384,157066,1,5,1
29235,84414,44881,1,5,0
29236,84414,342220,1,5,0
29237,84414,475391,1,5,0
29238,84417,106081,1,5,0
29239,84417,176438,1,5,0
29240,84418,133742,1,4,0
29241,84418,14566,1,5,0
29243,84433,19474,1,5,0
29244,84433,297736,1,5,0
29245,84436,176663,1,4,0
29246,84436,14566,1,5,0
29249,84444,412253,1,5,1
29250,84444,412210,1,4,1
29252,84450,199762,1,4,1
29253,84450,26092,1,4,0
29255,84465,106489,1,5,0
29256,84465,147801,1,5,0
29258,84470,22192,1,5,0
29259,84470,22232,1,4,0
29260,84470,19065,1,5,0
29261,84472,22628,1,5,0
29262,84472,19476,1,5,1
29264,84489,127446,1,4,0
29265,84489,127444,1,4,0
29267,84494,44175,1,4,0
29268,84494,10431,1,4,1
29269,84494,10943,1,5,0
29270,84494,170529,1,4,0
29271,84494,8951,1,4,0
29281,84538,529294,1,4,0
29282,84538,103983,1,4,0
29288,84565,12523,1,5,0
29289,84565,65065,1,5,0
29290,84565,700179,1,5,1
29292,84574,37489,1,5,0
29293,84574,345522,1,5,0
29294,84577,44881,1,5,0
29295,84577,342220,1,5,0
29296,84577,79640,1,4,0
29301,84597,105648,1,5,0
29302,84597,14560,1,5,0
29304,84599,10570,1,5,0
29305,84599,79876,1,5,0
29311,84613,5454,1,4,0
29312,84613,5452,1,4,0
29313,84615,137998,1,5,1
29314,84615,19439,1,5,1
29324,84666,95914,1,4,0
29325,84666,89810,1,5,0
29328,84680,429945,1,5,0
29329,84680,22232,1,5,0
29331,84696,48978,1,4,0
29332,84696,11784,1,4,0
29333,84702,19476,1,5,0
29334,84702,14566,1,5,0
29338,84715,12125,1,5,0
29339,84715,38517,1,5,0
29341,84728,3304,1,4,0
29342,84728,129125,1,4,0
29352,84767,39636,1,4,0
29353,84767,39638,1,4,0
29354,84767,39640,1,4,0
29355,84767,39639,1,4,0
29356,84767,39635,1,4,0
29357,84767,39637,1,4,0
29359,84772,290412,1,5,0
29360,84772,10431,1,4,0
29361,84772,8951,1,5,0
29365,84795,482842,1,4,1
29366,84795,515620,1,5,1
29368,84799,411327,1,4,1
29369,84799,56101,1,4,1
29380,84863,93727,1,5,0
29381,84863,24769,1,5,0
29382,84863,93724,1,5,0
29384,84872,19452,1,5,0
29385,84872,19476,1,5,1
29386,84872,3304,1,5,0
29389,84885,48978,1,4,0
29390,84885,253106,1,4,0
29391,84888,8137,1,4,0
29392,84888,14560,1,4,1
29399,84917,82614,1,4,0
29400,84917,19439,1,4,0
29401,84918,93727,1,4,0
29402,84918,19065,1,5,0
29403,84918,84076,1,4,0
29405,84934,207889,1,5,1
29406,84934,339339,1,4,1
29407,84934,79642,1,4,1
29408,84934,3304,1,4,1
29409,84934,19474,1,5,1
29410,84941,22232,1,5,0
29411,84941,22192,1,5,0
29418,84969,80349,1,5,0
29419,84969,14566,1,5,0
29422,85000,19065,1,5,0
29423,85000,14560,1,5,0
29424,85001,19439,1,5,1
29425,85001,176668,1,5,1
29427,85016,176604,1,5,1
29428,85016,10050,1,5,1
29431,85021,287861,1,5,0
29432,85021,22232,1,4,0
29433,85023,10570,1,4,1
29434,85023,8949,1,5,0
29442,85054,95914,1,5,1
29443,85054,10431,1,5,1
29444,85054,112693,1,5,1
29445,85054,10570,1,5,1
29446,85054,183626,1,5,1
29447,85054,8951,1,5,1
29448,85054,137970,1,5,0
29449,85054,521037,1,4,1
29450,85054,197916,1,5,1
29451,85054,137765,1,4,0
29457,85079,17567,1,5,1
29458,85079,19065,1,5,0
29459,85079,24768,1,4,0
29460,85079,633794,1,4,0
29461,85079,17020,1,4,0
29463,85101,19065,1,4,0
29464,85101,89795,1,5,0
29475,85161,5454,1,4,0
29476,85161,5452,1,4,0
29478,85166,24769,1,5,0
29479,85166,24768,1,5,0
29480,85179,390146,1,4,0
29481,85179,19065,1,4,0
29484,85186,96068,1,4,0
29485,85186,94072,1,4,0
29487,85192,51428,1,4,0
29488,85192,10431,1,4,0
29497,85208,182600,1,5,0
29498,85208,182599,1,5,0
29501,85217,105648,1,4,0
29502,85217,14566,1,5,0
29503,85218,19452,1,4,0
29504,85218,82436,1,4,0
29505,85220,48775,1,5,0
29506,85220,17567,1,5,0
29512,85240,49750,1,5,0
29513,85240,403648,1,5,0
29514,85243,153806,1,4,0
29515,85243,14560,1,4,0
29518,85256,11784,1,5,0
29519,85256,10431,1,4,0
29520,85256,10570,1,5,0
29522,85264,279638,1,5,1
29523,85264,38709,1,4,1
29524,85264,431543,1,5,1
29529,85283,137559,1,4,0
29530,85283,346756,1,5,0
29534,85300,19065,1,5,0
29535,85300,49746,1,5,0
29536,85300,17005,1,5,0
29537,85300,47626,1,5,0
29541,85311,106081,1,4,0
29542,85311,127574,1,4,0
29546,85342,19476,1,4,1
29547,85342,5454,1,4,1
29551,85359,24898,1,4,0
29552,85359,234942,1,4,1
29553,85360,39785,1,5,0
29554,85360,412211,1,5,0
29555,85360,44881,1,4,0
29556,85360,110023,1,5,0
29557,85360,65954,1,4,0
29563,85380,176343,1,4,0
29564,85380,47755,1,4,0
29565,85380,10570,1,5,0
29568,85387,290495,1,4,0
29569,85387,757631,1,5,0
29572,85401,3304,1,4,1
29573,85401,19476,1,4,1
29574,85401,94072,1,4,1
29579,85419,3304,1,5,0
29580,85419,19474,1,5,0
29583,85438,13152,1,5,0
29584,85438,22192,1,5,0
29585,85439,112693,1,5,0
29586,85439,137970,1,5,0
29587,85439,197916,1,4,0
29594,85480,22232,1,4,0
29595,85480,22192,1,5,0
29602,85521,11784,1,4,0
29603,85521,51428,1,4,0
29604,85521,79876,1,5,0
29605,85521,8951,1,4,0
29606,85529,38517,1,4,0
29607,85529,22232,1,5,0
29608,85530,19065,1,5,0
29609,85530,103983,1,4,0
29610,85530,26092,1,5,0
29612,85536,42166,1,4,1
29613,85536,118776,1,4,0
29615,85549,154580,1,5,0
29616,85549,19065,1,5,0
29617,85557,3304,1,5,0
29618,85557,40159,1,4,0
29621,85586,128091,1,5,0
29622,85586,14560,1,5,0
29623,85586,94063,1,4,0
29625,85594,19476,1,4,0
29626,85594,3304,1,5,0
29632,85613,19452,1,5,0
29633,85613,270404,1,5,0
29634,85613,333918,1,5,0
29635,85613,333917,1,4,0
29636,85613,333935,1,4,0
29637,85613,293151,1,4,0
29638,85613,51948,1,5,0
29646,85631,19065,1,4,0
29647,85631,10943,1,4,0
29648,85641,10431,1,5,0
29649,85641,298440,1,5,0
29652,85674,39771,1,4,0
29653,85674,270730,1,5,0
29654,85686,17020,1,5,0
29655,85686,17005,1,5,0
29658,85699,19439,1,5,0
29659,85699,125707,1,4,0
29660,85699,38517,1,4,0
